user_review,pengalaman visual,fungsi,performa dan stabilitas
"Saya download aplikasi ini karna cuma mau mantau cewe saya yang sering live disana, jadi jangan senang dulu yan andaaaaa kalau saya main apk ini. Chuaakssz",netral,netral,netral
Di update malah judul lagu yg sedang di putar di radio malah di hilangkan padahal membantu banget buat tau siapa penyanyi nya,negatif,netral,netral
Banyak Bug nya sering ngelag / putus putus saat dengerin.,netral,netral,negatif
Banyakin lagi agamanya nya Murotal Ceramah,netral,netral,netral
"Podcaster lama para komika banyak yg stop, sistem koin kapitalis, tetep masih mending dengerin podcast di Spotify aja emang paling bener, 👎👎",netral,netral,netral
Pokoknya aplikasinya mantaplah dan gua suka sekali dengerin cerita mistisnya.. Dan buat aplikasinya mantap betull...🙏,netral,netral,netral
"gak bisa dipake, udah didownload tp setelah masuk ke apknya, ada tulisan ""tidak ada koneksi, sepertinya ada alien"" apaan coba? Halu banget, ayo dong perbaikin, padahal mau dengerin kasturi, komeng adul ustad subki",netral,netral,negatif
kenapa suka keluar tiba tiba yah.. padahal aplikasinya keren .. tpi minusnya ya gtu,netral,netral,negatif
siniar Hiduplah Indonesia Maya 🔥🔥🔥,netral,netral,netral
Aplikasi nya bagus banget menjadi aplikasi pengantar dongeng sebelum tidur,netral,netral,netral
Smoga bisa menjadi ruang obrolan terbaik di indonesia tidak kalah dengan aplikasi penghasil uang lain nya,netral,netral,netral
"Min, itu angka komentar nya kok ngga ditengah tengah, dirapihin lagi dong biar enak diliat",negatif,netral,netral
apakah kita bs upload konten kita sndri? perbanyak podcastbuku,netral,netral,netral
"hiburan, favorit trio kurnia sari",netral,netral,netral
ini aplikasi yg bagus ceritanya seru seru cocok deh buat di download,netral,netral,netral
Bagus banyak pilihan podcast nya 👍,netral,netral,netral
"Dengerin radio doank di susupi iklan haduh parah, uninstall 👎👎👎",netral,netral,netral
"Saya hendak bertanya, bagaimana cara nya melakukan siaran radio di aplikasi ini? Terimakasih, saya berharap ada yang dapat membantu menjawab pertanyaan ini",netral,netral,netral
aplikasi yg bagus buat yang suka dengerin podcast..,netral,netral,netral
Beli koin tapi kok gk masuk ya koinnya,netral,netral,netral
Aku kasi bintang 4 karena iklannya bnyk,netral,netral,netral
Instal Noice cuma gara2 pengen denger konten musuh masyarakat doang😅,netral,netral,netral
"""Dan Sesungguhnya Do'a Itu Bermanfaat Terhadap Apa Saja Yang Telah Diturunkan (Ketetapan Allah) Dan Juga Sesuatu Yang Belum Diturunkan. Dan Tidaklah Akan Dapat Menolak (Merobah) Ketetapan (Taqdir) Kecuali Do'a. Karena Itu Berdoalah Kamu"". MENYANTUNI K2 OT MEMPERERAT SILATURRAHIM MENOLONG ORANG PEMUDA YG BAIK PEDAGANG YG JUJUR MENOLONG WANITA JGN MENGUSIR MENGHORMAT KPD YG TUA DAN KASIH SAYANG KPD YG KECIL MELAPANGKAN TEMPAT DUDUK MENCEGAH KEMUNGKARAN JGN MEMBENCI DAN MENDENGKI MENUNAIKAN AMANAT",netral,netral,netral
"Hoy noice kok tampilannya berubah mending kayak dulu, tombol X saat lagi putar Podcast kok ga ada sekarang?",negatif,netral,netral
Ini noise kenapa ya tdi ga bsa s buka sa skali. Mentok logo. Setelah update tetep mentok logo,netral,netral,negatif
Kurang puas dengan sistem koin,netral,netral,netral
saya beli koin buat buka konten tapi endk bisa diakses,netral,netral,netral
"Gak tau kenapa ya kalau dengerin podcast, terutama di Noice, berasa ikut dalam lingkup diskusinya. Paling seneng dengerin Ruang 28, karena suka dengan opini mereka. Tapi podcast di Noice lainnya juga keren-keren, seperti Trio Kurnia, Musuh Masyarakat, Sumbu Pendek, dan lain-lain. Sejauh ini, Noice aplikasi terbaik. Good job! Sukses terus buat Noice 🙌👍",netral,netral,netral
Abis di update jadi sering ngebug tiba tiba berenti sendiri,netral,netral,negatif
Aplikasi sangat lemot dan mudah crah saat si buka,netral,netral,negatif
Makasih Noice sudah menjadi wadah bagi podcast aktivis untuk menyuarakan hati nurani rakyat . Untuk ini saya berikan bintang 5 buat noice karna pada podcast aktivis saya bisa mendengar teriakan2 hati nurani rakyat yg perlu di gaungkan sehingga para penguasa tidak seenaknya mengkibuli masyarakat yg mereka anggap bodoh.,netral,netral,netral
trio kurnia the best pokoknya 🙌,netral,netral,netral
"Ini emang bug atau gimana, beli koin noice tidak bisa dengan nominal sama jika di klik nominal yang sama, keterangannya item sudah dimiliki",netral,netral,netral
"Masak dengerin aja bayar si gak asik nihh, uninstal yaaa",netral,netral,netral
"kenapa app noice pas di buka malah mentok logo ya. Gx bisa terbuka. ,, apakah harus uninstal dulu.",netral,netral,negatif
"ini apk aku suka, awal mula lewat di tiktok pas di coba bagus, di tambah aku suka denger cerita horor,",netral,netral,netral
"Ntk pendengar yg unppler opinion bagus, dan para2 pdcsternya para undrdog smua..👏 (tpi klo ntk jadi kreator di noice keribetan 64%) i think👐",netral,netral,netral
Yaah bayar juga akhirnya !!,netral,netral,netral
noice selalu nemenin gw di saat kesepian,netral,netral,netral
"sangat bagus, yg membacakan cerita jga enak di dengar apa lgi klo lgi sendiri drmh dengar Noice jdi TDK berasa sepi lgi",netral,netral,netral
"Pengalaman nggak asyik Halo kak, jadi sedang ada bug di AOS 3.14; bisa dicoba update apps nya ke version 3.15 ya kak. Koin akan otomatis masuk di hari Senin. atau akan ke refund otomatis setelah 3 hari transaksi Caranya update ke version 3.15 ???",netral,netral,netral
dengerin noice fokus ke PODCAST HIDUPLAH INDONESIA MAYA,netral,netral,netral
Nice banget si buat nemenin hari,netral,netral,netral
Podcast terbaik sepanjang hidup saya haha,netral,netral,netral
sangat membantu saya bisa tidur dan bisa nemenin saat lakuin aktifitas.,netral,netral,netral
"Tolong dong developer, sedia in kolom buat hapus konten yang ada di menu download. Karna kalau sudah ditonton dan pengen dihapus tdk bisa,. Biar tidak penuh dan kebanyakan",netral,netral,netral
So far so good 😎,netral,netral,netral
"Udah seru pake aplikasi noice eh malah ada fitur vip, semula senang jadi badmood",netral,netral,netral
"iklan dimulai terus tapi gk mulai² ,mau dengerin podcast lain gabisa harus nunggu iklan.. tapi iklannya gk play² ,anjinglah ahh",netral,negatif,netral
Musuh masyarakat is the bestt,netral,netral,netral
keren tanpa berbayar bisa diputar di latar belakang,netral,positif,netral
gajelas kenapa ada VIP kocak makan tuh redup cepet,netral,netral,netral
masih perlu lebih banyak fitur lagi but not bad,netral,netral,netral
masih belum ad respon dari email,netral,netral,netral
Keren menghibur baget banyak cerita seru sih keren abiz👍👍👍👍👍👍👍👍,netral,netral,netral
bagus banget suara nya efek dari cerita walaupun gak ada gambar tetapi bisa menjelaskan lewat suara,netral,positif,netral
Setelah update ada masalah saat top-up coin via gopay,netral,negatif,netral
Udh beli koin buat buka konten tapi kenapa gabisa didengerin kontennya,netral,negatif,netral
Apk ny bagus cuma pas main game mesti langsung ke swipe biasa ny nga tolong d benerin,netral,negatif,netral
"Buat PC udah ada belom ya? Kalo belom buat dong, biar bisa sambil ngedit😅",netral,netral,netral
"tolong sediakan yg versi web, biasa nya aku dengerin smbil kerja, biasa dengerin di pc kantor.",netral,netral,netral
Audioseries dan audiobook sangat berguna di sela-sela aktivitas. 🙌,netral,netral,netral
semua ini tentang aku kamu dan semesta yang tak merestui,netral,netral,netral
"Kalo diminimize terus masuk app lagi selalu keulang dari awal podcast nya, ganggu banget",negatif,negatif,netral
install noice cuma mau dengerin trio kurnia kur....kur.....kur....😂😂😂😂😂😂,netral,netral,netral
"Sudah mulai kapitalis, apa2 suruh bayar baru dengerin",netral,netral,netral
Kenapa sering nutup otomatis pas ngescroll komentar di konten?,netral,netral,negatif
Tolong bikin biar muncul di android auto dong. Karena pasti banyak yg dengerin sambil nyetir ..,netral,netral,netral
Ada bug dari hp huawei nova 5t setiap akan liat balasan komen aplikasi lgsg fc,netral,netral,netral
kontennya bagus bagus apalagi macam Dedy issue the best konten,netral,netral,netral
pembahasan asik dan bermutu untuk tema kita di tongkrongan,netral,netral,netral
teman bete teman sepi yang cukup menghibur karena aku gak begitu suka lihat yang ada visualnya Ale kdng gak fokus,netral,netral,netral
Suara pembawa acara yah aku suka bangedd,netral,netral,netral
Makin lama banyak yang VIP,netral,netral,netral
upgrade opo sek pancet ae gak isok ngerungokno audio offline lek kuota internet e gak nyala,netral,negatif,netral
Satu Video koin bisa sampe 200 :v banyakin nanti tiba tiba sepi,netral,netral,netral
TRIO KURNIA KUR KUR KURRR,netral,netral,netral
ah kagak serus. kagak bisa share ke chromecast,netral,netral,netral
Imelda fm semarang koq ndak ada ya ???,netral,netral,netral
Ini gk bisa nonton dengan video ya?,netral,netral,netral
apk yg bikin hari²ku berwarna...wkwkwkw... cerita horornya seru²,netral,netral,netral
"banyak konten bagus, Tapi ukurannya jadi gede bgt kalo didownload. ga kayak spot***. masa iya beli hp lagi :'(",netral,netral,netral
"Halo Noice....sy penikmat radio yg tinggal di Jakarta. Sudah ada lebih dr 1 bulan, bahkan dari sebelum tahun baru...Jogja Family Radio tidak bisa aktif alias tidak bisa didengarkan. Padahal ini salah satu my favourite radio station. Tolong manajemen teknis Noice agar diperbaiki & bisa streaming lg. Tks",netral,negatif,netral
sangat membantu saya jadi lebih baik dengan mendengar podcast² nya,netral,netral,netral
"Apknya bagus, kontennya menarik, tapi kalo bisa bikin versi website atau dekstop nya sekalian biar bisa di buka di laptop",netral,netral,netral
Balikin lg mumas seperti dlu wkwkwk,netral,netral,netral
"Kalau mau lanjut dengar podcast yg dipause, kadang podcastnya tereset dari awal.. Ditunggu perbaikan selanjutnya.",netral,negatif,netral
Jelek sekali eror truss .,netral,netral,negatif
"apps masih bugs, pernah ada kendala ga bisa load konten sama sekali, sekarang bugnya di field pengisian username.",netral,netral,negatif
Di gunung pun bisa dengerin radio. Hmmm......,netral,netral,netral
Ku kasih 5 b awas ga bagus ya,netral,netral,netral
"Tidak bisa play, udah uninstal terus instal lagi masih gak bisa play.",netral,negatif,netral
"Noice adalah teman kerja, santai, ping asik",netral,netral,netral
"Bagus banget aplikasinya, keren.. tingkatkan ya.. ditunggu bagian",netral,netral,netral
"Jadi males dengerin noice,udh mulai kapitalis. Dengerin podcast favorit ku harus bayar. Mending spotify masih gratis..",netral,netral,netral
banyak ilmu dan humor disini,netral,netral,netral
Sorry uninstal dlu ya noice. Ngerasa ud gede kah? Sampe konten yg rame kudu berbayar. Semoga ga cuma gue yg ilfeel. Thanks,netral,netral,netral
Iklan gak ada artis lain apa Coki mulu kesel banget.,netral,netral,netral
temen galaw pas lagi sendiri,netral,netral,netral
"Gokil...sekarang apa aja punya podcast di noice Dari lazada dan bahkan kopi kenangan punya podcast dan lebih gokil iklannya podcast kesel aje Noice anda hebat sekali dan juga kapitalis Yah entah mengapa kemarin pas gue top up koin buat unlock diary coki, iklan nya tiba-tiba hilang",netral,netral,netral
"Masih banyak bug, per episode skrg pake koin Saran mending langganan bulanan kayak aplikasi sebelah daripada koin per episode",netral,netral,negatif
"yang lucu baru satu,trio kurnia",netral,netral,netral
waahhh kereeen sih ini maaahhh,netral,netral,netral
sangat menghibur konten nya lengkap mantap,netral,netral,netral
Makin bayar semua nga jelas emang orang kaya semua ada yg miskin broo gimana si,netral,netral,netral
"sangat bermanfaat,semoga bisa semakin besar",netral,netral,netral
Menurut saya aplikasi ini bagus dan misalkan ingin mendengarkan cerita bisa sambil santai dan sambil mendengarkan cerita nya,netral,netral,netral
mantap sekali podcast ini seru dan kocak,netral,netral,netral
"Mau denger konten tapi suruh bayar makasih deh ,eughhh",netral,netral,netral
gw kasih bintang 5 gara2 ada trio kurnia,netral,netral,netral
"Mulai berbayar Trio Kurnia, auto unsubscribe +uninstal. Good by noice",netral,netral,netral
dengerin mereka menemani setiap aktifitasku sehari2 .nambah semangat dong,netral,netral,netral
"makin hari makin kapitalis, klo sistemnya kaya spotify sih gpp sekali langganan bisa buka konten vip smua. tp ini kapitalis tingkat dewa, koinnya buka 1 konten doang",netral,netral,netral
"Masih mau coba, baru install..",netral,netral,netral
"Gaseru , semenjak make coint.",netral,netral,netral
"Mulai berbayar beberapa konten, saatnya unsubscribe trio kurnia dan uniinstal noice, by noice 🙏🙏🙏",netral,netral,netral
mantap noice trio Kurnia jaya jaya jaya,netral,netral,netral
Maaf Noice sekarang kmu aku uninstl udah gaasik sekarang ada VIP koin2an segala huufffttt,netral,netral,netral
Bang tolong tambahin RIGEN SAMA FIRMAWAN DIPODCAST INI biar seru degerin podcastya. nanti bintang lima deh sekarang 4 dulu ok noice. Semoga dibaca dan ditanggapi terima kasih.,netral,netral,netral
Balikin ridwan remin sama kang molan woeee,netral,netral,netral
Maaf yak kaum saya kaum gratisan ijin uninstall dlu ☝️☝️,netral,netral,netral
"Noice, kok updatenya malah ngilangin 10 detik di notifikasi? Tolong balikin dong",negatif,netral,netral
"Cuih💦 mau nonton trio kurnia eps nenek maimunah aja harus BAYAR ! Udh ngikutin dari eps 1 ujung"" ny berbayar ! Sorry harus UNINSTAL !",netral,netral,netral
mulai pake koin koinan. kirain noice tetep dan ga akan berbayar,netral,netral,netral
SAya suka noice SOPANSTEK 🫶🫶🫶🫶🫶🫶🫶🫶,netral,netral,netral
Jadi gak senang ada VIP di konten reguler,netral,netral,netral
konten menghibur jadi teman dikala sepi menghampiri,netral,netral,netral
"Menurutku Noice sangat bagus fitur fiturnya sangat nyaman dan konten kontenya lengkap, jadi sangat seru deh pokoknya.",positif,netral,netral
"Sistem apalagi ini malah pake koin, emg paling bnr dah dengerin Spotify",netral,netral,netral
Kangen Noice yang dulu yang dulu masih klik langsung dengarkan bukan buka Noice langsung buka koin buat dengerin podcast ya 🥺🥺,netral,netral,netral
Teman pengisi di waktu suntuk...,netral,netral,netral
"Podcast nya keren² menghibur, audio nya oke.. Stasiun radionya banyakin lagi ya",netral,positif,netral
Tolong kembalikan lagi acara hahaland,netral,netral,netral
aplikasi baguuus banget min cocok buat yg lgi nyantai sambil dengerin podcast,netral,netral,netral
"Agak Sebel, karena Channel radio isinya cuma musik",netral,netral,netral
Nge-bug. Stuck di logo terus,netral,netral,negatif
salam dari Ambon... Alhamdulillah masih bisa denger most radio d ambon,netral,netral,netral
Update terbaru malah kaya awal2 aplikasi noice setiap out saat lgi dnger podcast pas dbuka lagi untuk dnger ga dilanjut dari terakhir kita dengar tpi malah ngulang dri awal (edit: sudah benar makasih noice),netral,netral,netral
Karena Vindes jadi download apps ini ❤️‍🔥,netral,netral,netral
aplikasi nya sangat bagus dan seru seru cerita nya 🥰 semangat terus yang buat konten 🥰🥰🥰,netral,netral,netral
"Idk why tiap dengerin podcast suka berhenti sendiri,plss benerin kalo ada yang salah karna aku suka bgt dengerin podcast dinoice,tp capek bgt kalo suka berhenti sendiri",netral,negatif,negatif
"Kenapa skrg aplikasinya sering berhenti sendiri, harus buka aplikasinya lagi dan play ulang baru bs. Repot klo lg dijalan harus begitu terus",netral,netral,negatif
"akhirnya dapat juga nama apk nya wkwk ,aku cape cari nya di YouTube, aku liat ini iklan dari tiktok pas cerita hantu",netral,netral,netral
Bagusss banget asliiiiiii kalau bisa perbanyak lagi ya audiobooknya,netral,netral,netral
aplikasi Noice ini bermanfaat juga dalam mengisi wajtu santai dan topicnya juga dibawakan dengan ceria dan sukacita.,netral,netral,netral
"Kenapa kok gak bisa download buat dengerin Offline aneh padahal sebelum""nya bisa kok😤",netral,negatif,netral
Donwload ini gara² penasaran setiap iklan youtube mucul si soleh bawa² gunting jadi pengen nonton trio kurnia,netral,netral,netral
Lumayan dengerin musuh masyarakat buat santai,netral,netral,netral
noice ditambahkan widget dong di update selanjutnya,netral,netral,netral
Saya sebagai pengguna Telkomsel seneng banget karena bisa mengaksesnya tanpa kuota❤️,netral,netral,netral
"umtuk app bagus, rekomendasi parah. cman beberapa kali tba tba mati dan keluar",netral,netral,negatif
kak suara setan nya seram bet dah,netral,netral,netral
percuma update aplikasi tapi podcast KAP ga dilanjutin 🙄,netral,netral,netral
"bgus banget ga boong,+Suka banget sama scary things sukaaa",netral,netral,netral
apk seru untuk menemani saat santai,netral,netral,netral
DOWNLOAD NOICE KARNA TRIO KURNIA,netral,netral,netral
Mantap lah untuk dengerin podcast horror,netral,netral,netral
"mantap, saya bisa membuat karya walaupun masih harus banyak belajar",netral,netral,netral
sangat seru menemani di saat santai,netral,netral,netral
harapannya noice tidak ada iklan seperti aplikasi sebelah 🤫,netral,netral,netral
Lemot bangettt gak bisa dibuka,netral,netral,negatif
Kalo bisa dikembangkan ke platform dekstop y,netral,netral,netral
btw min buat dong buat di desktop atau di web gt hehe,netral,netral,netral
trio Kurnia kur kur kur kur,netral,netral,netral
"Ceritanya bagus,q lebih suka yg horror",netral,netral,netral
Bagus banget dan banyak ilmu daging dari aplikasi NOICE,netral,netral,netral
Ini aplikasi dengerin orang mbaca naskah . Hadehhhh mbosenin.,netral,netral,netral
aplikasi niki kulo remen sanget 🥰,netral,netral,netral
"segitu aja dll, podcast nya seru seru bagus, masih belum nemu acara yang pecah ngga ada paman coki ngga seru, standup podcast bisa kali KLO ada",netral,netral,netral
"Apknya sangat bagus, sya kasih bintang 5, pokoknya nih apk the best banget😍",netral,netral,netral
Aplikasi yang paling bagus banget deh,netral,netral,netral
"suka banget sama app nya. awalnya penasaran karna sering bgt muncul di iklan yutub pas udah donlot dan dengerun podcast horor jadi ketagihan buat dengerin, nambahin cerita horor juga yang belum pernah di denger walaupun sendirinya takut wkwkwk",netral,netral,netral
temen di saat berangkat/pulang kerja sendiri banyak inspirasi,netral,netral,netral
"👍sangat bagus dan banyak kontennya. saran saya, ""file yang didownload dikategorikan berdasarkan acara/podcastnya"" karena kadang2 tidak sesuai riwayat unduh, itu saja dan Terimakasih banyak atas aplikasinya",netral,netral,netral
"saran min, bikin event ngundang org dong kaya refferal gtu, yang ngundang sama yang diundang kasih cuan.",netral,netral,netral
"Tolonh dong di huat bisa mirorring ke android tv via wifi dll, biar bisa di dengerin lewat TV",netral,netral,netral
"lagi dengerin podcast, suka stop sendiri.",netral,netral,negatif
"Pengen banget ada noice versi lite :"" Hp kentangku agak menjerit sama ukuran aplikasi versi yg ini :') mungkin bisa jadi pertimbangan buat tim nya noice, utk mewujudkan aspirasi para pengguna hp kentang ini :)",netral,netral,netral
Kelamaan pengalihan dr link ke aplikasinya,netral,netral,negatif
Bg bisa buat channel suara dari pantat gk? Kalo gk bisa bintang 1,netral,netral,netral
"karena sopanstek , gua install aplikasi noice ini",netral,netral,netral
Obat kangen dengerin cuap-cuap diradio,netral,netral,netral
Nyesek sih lagi ngerasain feelnya tiba2 muncul iklan.,netral,netral,netral
"Ko upgrade yg terbaru ini, cukup nge-bug ya. Setelah saya download audio nya,dan saya mendengarkan offline, audionya berhenti di tengah2 timing nya kaya sinyal ngelag. Udah saya coba buka tutup aplikasi, bahkan bersihin cache, tetep sama aja saat offline. Tapi saat coba online, lancar kembali. Sebelum di upgrade, aman2 aja kalo dengerin audio download nya saat offline. Ini diganti sistem dengerin offline nya, jadi harus tetep online, makanya dibikin jadi terbatas atau emang ngebug ya?",netral,netral,negatif
"kurang suka sama noice yang sekarang, terlalu banyak iklannya sangat menggangu saat mendengarkan podcast , dan lebih suka noice yang dulu",netral,netral,netral
Download cuma pengen dengerin paman coki,netral,netral,netral
seru tapi memori langsung penuh🤣🤣 bintang 3 aja yaa karna ga didownload pun memori ponsel yg dipakai lumayan gede kalo sering dengerin mah,netral,netral,negatif
Udah bagus setelah update thanks noice,netral,netral,netral
Tingkatkan lagi kualitas nya dong,netral,netral,netral
"Semenjak update ad bug di iklan, mohon diperbaiki lgi y min",netral,netral,negatif
"Bagus, gampang buatnya, cuman masih bingung. Gimana caranya biar podcast di noice bisa ada iklannya, terimakasih.",netral,netral,netral
Kok subs nya gk tampil di profil? Ini bug kah tolong diperbaiki ya krn jd susah kita cari channel yg sdh kita subs,negatif,netral,netral
The Best Pokoknya Bikin Hari Terhibur Tiap Dengerin Diary Cokay Pardayday 😁😁😁😁😁😁😁😁 Trio Kurniaaaaaaaaa😁😁😁😁😁,netral,netral,netral
Sering mati sendiri audionya !,netral,netral,negatif
makasih banget buat pengembangan aplikasi ini. sangat-sangat bermanfaat ❤,netral,netral,netral
Gw masuk ke noice gak bisa kenapa yak padahal gw liat di play store gak ada update,netral,netral,negatif
seruu bngt baru kli ini denger cerita seseru itu,netral,netral,netral
sangat bagus aplikasi ini. apalagi banyak fitur yang sangat membantu dalam kehidupan sehari2,netral,netral,netral
Download noice gara2 Kurnia Andre,netral,netral,netral
"Wah keren nih apk, kalo g ada uncle coki gua g mau sih download nih apk chaks, hahahhha becanda kok bagus nih apk rekomend buat kalian yng seneng dengerin podcast",netral,netral,netral
Noice ini bakal jadi app yg tepat sasaran buat lo yg suka dengerin doang,netral,netral,netral
dlu noice tagline ny grtis ...skrg sudah mulai maen koin2an,netral,netral,netral
"Tolong ini aplikasinya diperbaiki, saya mendengarkan podcast sama sekali tidak nyaman karena sering tersendat2 saat streaming padahal sinyal bagus dan kencang, yg ada bawaannya emosi sama ni aplikasi, padahal isinya bagus2. Saya nahan2 emosi lho ini buat ngetik ini, ingin sekali saya berkata bangsad, AJG, dan teman2nya.",netral,netral,negatif
"terganggu sama iklanya,bukan msalah ada atau tidaknya iklan, tapi maslahnya iklanya cm muter² doang jadi gk bisa dengerin kontenya..",netral,negatif,netral
