,user_review,rating,review_date,pengalaman visual,fungsi,performa dan stabilitas
1337,Ini kalau udah VIP permanen atau sebulan sekali?,1,2023-04-30 11:03:09,netral,netral,netral
1338,"App nya baguss bgtt tpi pas top up bnyk iklan gpp sih,namun kalau bisa di perbaiki lgi",5,2023-04-30 8:21:17,netral,netral,netral
1339,Gila rekomen banget buat lu pada yang punya internet bapuk cok,5,2023-04-30 7:42:31,netral,netral,positif
1340,sangat terbaik mendengar podkes disaat gabut,5,2023-04-30 7:06:55,netral,netral,netral
1342,gw suka cerita2 atau podcast yg ada,5,2023-04-30 1:07:58,netral,netral,netral
1348,"keren ih di sini bisa dengerin podcast apa aja,apa lagi nih ya,dengerin yg horor gitu wussh mencekam bngt ga sih,trs ya, ga terlalu bnyk yg di suruh premium jadi yaa... BOULEH LAH YAA😋",5,2023-04-29 5:21:17,netral,netral,netral
1349,"Kalau versi web tidak ada opsi pengecil audio nya, nih web ga niat.orang yg ngelolanya ngantukan pasti, udah pecatin aja karyawan ga guna",1,2023-04-29 2:43:32,netral,netral,netral
1350,"Saya baru ganti perangkat hp, pas download noice lagi kok nggak bisa masuk akun lama saya ya. Padahal akun lama saya masih ada koinnya",3,2023-04-29 1:27:12,netral,negatif,netral
1351,Noice harus Berterima kasih sama Habib Ja'far nih. Banyak tmn saya termasuk saya download karena Beliau. 🙏,5,2023-04-28 18:23:12,netral,netral,netral
1352,"Banyak yang bilang apknya kurang bagus banyak bug , tapi sejauh ini aku pake apknya bagus ko ngga pernah ada kendala apapun di noice ceritanya juga seru semuanya pokoknya bagus ini apknya",5,2023-04-28 16:03:28,netral,netral,positif
1353,"NOICE I nya IKLAN Mau ngeklik eps 12 musmas ada iklan, abis iklannya kelar yang ke play malah eps 2 kocakkk, mana iklannya 2x",5,2023-04-28 10:07:52,netral,netral,netral
1354,aplikasi ini bagus banget kita bisa dengerin podcast serem lucu dan sedih,5,2023-04-28 9:25:39,netral,netral,netral
1356,enak banget kalo mau tidur sambil dengerin ini apa lagi kaum jomblo,5,2023-04-27 15:44:49,netral,netral,netral
1359,"Kontennya top banget, mantab sekali aplikasi ini",5,2023-04-26 21:42:48,netral,netral,netral
1360,"kebanyakan iklan woi, mau dengerin jd ga nyaman",1,2023-04-26 19:31:43,netral,netral,netral
1364,bagus banget soalnya bisa berimajinasi,5,2023-04-26 13:46:44,netral,netral,netral
1367,"mantap, tempat kumpulan konten audio yang keren untuk menemani perjalanan dll",5,2023-04-26 9:08:15,netral,netral,netral
1369,"Sekarang kalo buka appnya lama, padahal udah update tapi bugnya masih ada",3,2023-04-26 7:57:51,netral,netral,negatif
1370,Akan unisntall ketika Berizik selesai di Noice.,5,2023-04-26 2:46:19,netral,netral,netral
1372,"Pengalaman kurang memuaskan karna Terlalu banyak iklan, UI'nya jelek dan menurut saya jadi lebih ribet gak simple gitu, dan ada sih beberapa lagi yg saya gak suka tapi bagusnya, isinya lumayan banyak macemnya",1,2023-04-25 20:25:35,negatif,netral,netral
1373,"Iklannya tidak tanggung"" rame seperti di TV..!! Langsung uninstall...!!",1,2023-04-25 12:37:39,netral,netral,netral
1374,"Downgrade banget, pake koin segala sekarang",1,2023-04-24 22:02:12,netral,netral,netral
1375,Ritual setiap mau tidur.. Trio kurniaa kuurr kurrrr kurr kuurrrrr,5,2023-04-24 16:22:14,netral,netral,netral
1376,jernih ga putis2. jadi hiburan dan informasi buat nemenin macet mudik ga putus juga mungkin tergantung providernya sih yaa...,5,2023-04-24 14:56:37,netral,positif,positif
1378,Sering force close konten yg di download pun buat muter tetep susah buat di puter terus fungsinya bisa di download tuh apa ?,3,2023-04-24 13:37:37,netral,negatif,negatif
1380,Gilaa aplikasi ini isinya tracking semua hahaHa.,1,2023-04-24 11:09:40,netral,netral,netral
1382,Download apk ini karna scary things tp ntah kenapa noice lgi ga bisa di buka pdhl udah update,3,2023-04-24 9:37:22,netral,netral,netral
1389,"Saya noicer saya pendengar lama dari musmas masih merajain top podcast,479Jam mendengarkan dan lumayan sering beli konten VIP tolonglah iklannya menurut saya kebanyakan kalo saya denger podcast monolog yg 2 3 min trs ada iklan lama lama juga kesel tolong dikurangin iklannya satttt bang satttt,terimakasih🙏",4,2023-04-23 18:43:16,netral,netral,netral
1391,suka parah...gak pernah bosen dengerin nya,5,2023-04-23 7:52:34,netral,netral,netral
1392,Bagus banget 😭 kok kata orang banyak iklannya tapi gak ada kok lancar lancar aja dengernya jadi makin betah kalau ada bintang 1000 Langsung aku kasih 😭😭😭😭,5,2023-04-23 5:47:45,netral,positif,netral
1393,cerita menarik untuk di dengar,4,2023-04-23 3:17:13,netral,netral,netral
1403,"Kalo liat komen ga bisa full pas pencet more pasti force close appnya, padahal udah di update",2,2023-04-21 1:23:30,negatif,netral,negatif
1406,Noice makin sini makin bagus GK Kya dulu👍👍the best deh pokok ny👍👍,5,2023-04-20 13:07:29,netral,netral,netral
1408,"Aku kasih bintang satu aja deh, soal nya aku mau aplikasi ini tuh jadi offline jadi ga banyak pake sinyal / data jadi biar hemat aja gitu. Plis ya jadiin offline nih aplikasi 🙏",1,2023-04-20 5:52:54,netral,netral,netral
1409,"Alternatif teman perjalanan yang bisa didengerin saat di kendaraan umum atau kendaraan pribadi, juga saat mau tidur.",5,2023-04-19 20:15:18,netral,netral,netral
1411,dulu everyday dengerin. sekarang everyday pake coin.....,1,2023-04-19 15:40:54,netral,netral,netral
1412,"IKLANNYAAAAAAAA ya allah :( sampai 4x Baru mau dengerin, iklan. Sampai 4x.. Ganti topik, iklan lagi.",2,2023-04-19 15:19:20,netral,netral,netral
1415,cocok untuk jadi dongeng ps tidur✨,5,2023-04-18 20:42:39,ner,netral,netral
1417,"Udah top up, koinya ga masuk",1,2023-04-18 18:53:33,netral,negatif,netral
1419,Sinyal lancar tapi gambar ga keluar dan lemod,1,2023-04-18 14:00:13,netral,netral,negatif
1422,sangat suka cerita ceritanya untuk teman tidur,5,2023-04-18 5:04:40,netral,netral,netral
1423,"Makasih dulu sempet gratis,sekarang vip semua. Otw uninstall",4,2023-04-18 4:24:29,netral,netral,netral
1424,"Janjinya 100 koin buka buat unlock otomatis di podcast ""scary thing"" berikut nya, ternyata pas episode barunya nongol ttp bayar lagi 75 , aplikasi penipu !",1,2023-04-18 3:23:28,netral,netral,netral
1425,"Halo noice,saya sudah beli koin lewat bri saldo sudah terpotong tapi koinya kok belum masuk",1,2023-04-18 1:45:09,netral,negatif,netral
1426,"Cara penempatan Iklan cukup mengganggu. Tiap pilih ganti episode lain keluar iklan, Mungkin bisa dibuat penempatan iklan hanya waktu play awal waktu buka aplikasi pertama dan ada iklan lagi setelah beberapa kali ganti episode.",1,2023-04-18 1:19:35,netral,netral,netral
1427,Aplikasinya keren podcast horor nya dapet banget keren banget sih,5,2023-04-18 1:09:21,netral,netral,netral
1428,tanx.. bisa menemani waktu luang dan kerja,5,2023-04-17 17:09:21,netral,netral,netral
1429,Sering tiba2 lompat ke next episode sendiri padahal belum selesai. klo mau lanjut puter konten juga ga lanjut di waktu terakhir tpi mundur jauh banget. Kadang tiba tiba keluar log out sendiri juga. Mohon perbaikannya,2,2023-04-17 4:56:58,netral,negatif,negatif
1430,suka banget sama aplikasi nya! seneng dengerin podcasts horor disini. aku juga seneng dengerin audio series di sini! seneng bisa tau apl ini. hehe. sukses terus!,5,2023-04-17 4:15:59,netral,netral,netral
1431,Saya sudah top up koin 100 koin (22.000Rp) tapi kenapa tidak masuk masuk padahal saya sudah refresh berulang kali tetap saja koinnya tidak masuk:(,1,2023-04-17 3:15:04,netral,negatif,netral
1436,"Aplikasinya sering force close sendiri, terus sering tiba2 ganti episode sendiri. Banyak bgt iklannya. Klo gini terus mending pindah lucuflix dah",1,2023-04-16 3:19:43,netral,negatif,negatif
1437,Sangat rocemendid untuk di instal😆👍,5,2023-04-15 23:37:19,netral,netral,netral
1438,"keren, cuman kurang adanya music",4,2023-04-15 21:34:45,netral,netral,netral
1440,"Kebanyakan iklan,kalau 5 detik masi mending ini iklan 20an,terus ditambah teks juga agar lebih asik dengar sambil baca",3,2023-04-15 10:12:06,netral,netral,netral
1441,iklanya menggangu banget tolong ya dikurangin lagii tapi aplikasinya bagus bangett kok,4,2023-04-15 9:30:36,netral,netral,netral
1442,Terimakasih banyak untuk membuat sebuah aplikasi ini.thank you👌,5,2023-04-15 9:03:44,netral,netral,netral
1450,"Aplikasi goblog,cuma buat username aja susah minta ampun",1,2023-04-14 9:47:12,negatif,negatif,netral
1451,Download noice cuma buat dengerin scary things 🥲🥲,4,2023-04-14 5:05:03,netral,netral,netral
1456,ok banget buat ingat ketuhan sesudah mendengar detektif astral...kerennnnn,5,2023-04-13 12:42:23,netral,netral,netral
1458,Aplikasi nya jelek aneh gakbisa dibuka trs katanya gaada jaringan padahal ada mana udah dimasukin voucher kirain abis kuota pas dibuka lagi masihttp sama susah masuk gaada jaringan atau gaada kuota lah tolong perbaikan,1,2023-04-13 5:44:29,netral,netral,negatif
1459,"Kok NOICE di hp saya sering force close ya? Saya kan sering dengerin PODCAST TERBAIK DI ALAM SEMESTA MUSUH MASYARAKAT, lagi enak dengerin tiba-tiba force close dan harus ngulang lagi dari awal. Tolong dong solusinya PADUKA NOICE.",5,2023-04-13 5:37:01,netral,netral,negatif
1460,"download hanya mau dengerin podcast Tretan Muslim,Coki,dan Habib Ja'far",5,2023-04-13 2:43:38,netral,netral,netral
1462,"Heran sama pemikiran team team aplikasi ini, ga ngotak mana iklan setiap play nya lama + lama kelamaan per episode nya vip koin terbilang mahal. Kecewa bgt yg awal"" user friendly malah jadi gini nih app . Balik balik dengeri podcast spotify jauh lebih baik bahkan sangat baik dan ga bikin jengkel. L UNTUK SEMUA YANG DINOICE",1,2023-04-12 16:56:39,negatif,netral,netral
1463,"So far gw demen ama noice ini, tapi gw gatau kenapa ya tiap dengerin podcast di noice terus gw buka apk lain tuh tiba2 podcast yg gw dengerin berhenti sendiri, dan gw kudu buka noice dari awal lagi..gw gatau ini cuma di hp gw doang apa gmn..pdhl dari apk nya sendiri udh gw perbarui tapi tetep aja.",4,2023-04-12 16:36:46,netral,negatif,netral
1464,Skrng noice kebanyakan iklannya Jir gak kek noice yg dlu,2,2023-04-12 16:10:54,netral,netral,netral
1465,"Beneran kamu ya kamu iya kamu harus download apk ini sumpah gila bagus banget rasany ugh bagus deh,wajib download kamu wajib, gk download nyesel berhari hari 5★★★★★",5,2023-04-12 13:35:20,netral,netral,netral
1466,donlod noice hanya karena trio kurnia. tks,5,2023-04-12 13:07:29,netral,netral,netral
1467,"Apk NOICE bikin kecewa,masak iya udh di hps dua kli masih kebanykan loding,pdahal udh di unistal dua kali,setlah kita donlowd lagi awal nya bisa,trus ada beberpa jam mau bukak lagi hrs loding dulu lama banget njir,jringan nya juga tajam kok,udh nunggu 15 mnit masih loding hadeh,tolong di pebarui kalo gini jadi mles masak iya harus di unistal lagi.",1,2023-04-12 9:09:01,netral,netral,negatif
1469,Kok sekarang kalo mau dengerin podcasts harus top up dulu yaaa perasaan pas awal2 booming g di suruh top up sama sekali gratis malahan udh gitu sekarang makin banyak iklan nya lagi 👎👎👎,1,2023-04-12 4:47:20,netral,netral,netral
1470,Download Yoo jadi gampang tidur kalo sambil dengerin cerita horor tapi kurang nya satu aplikasi nya ga bisa di mati in kalo hp nya ga di buka pw nya,5,2023-04-12 0:24:07,netral,netral,netral
1472,Please noice...untuk aplikasi di turunin keek..di apain gitu...chromebook gw kan versi murah yaaa..jd pas td ngerjain tugas kantor trus pengen dengerin noice...gw download lah...ternyata device tidak mendukung...mengsedihhhh🤒🤒,5,2023-04-11 15:16:24,netral,netral,netral
1474,"noise adalah terbaik banyak pilihan lagu now , dan sound nya jernih dan tidak mengecewakan pelanggan .",5,2023-04-11 12:07:25,netral,positif,netral
1475,"Fitur lanjut dengerin, sangat menjengkelkan.",1,2023-04-11 9:25:30,netral,negatif,netral
1476,banyak kisah yg buat nemenin hari2,5,2023-04-11 7:31:23,netral,netral,netral
1477,"Kayanya dlu gada deh iklan iklan kaya gini, ganggu banget.. Pengen dengerin podcast keburu kedenger iklan jdi udh males aja buat buka lgi, klo iklannya bentar ga masalah, ini lama banget.",2,2023-04-11 5:44:42,netral,netral,netral
1480,asikk banget dengerin cerita nya,5,2023-04-10 7:51:13,netral,netral,netral
1483,Aplikasinya sangat bagus tentang cerita yang sangat seram di Indonesia 😄😄😄,4,2023-04-10 4:32:54,netral,netral,netral
1485,kenapa ya kalo semisal kita keluar aplikasi. pas lagi seru2 dengerin podcastnya suka mati sendiri? :(,4,2023-04-09 20:17:02,netral,negatif,netral
1487,aplikasinya sangat bagus dan bermanfaat,5,2023-04-09 15:23:51,netral,netral,netral
1490,"Kirain kemarin gara"" belum update app nya tapi tetep sama, podcast yang udah di download pas denger di luar app sering tiba"" berhenti dan pas mau putar lagi harus ngulang dari awal lagi karena ga tau podcast nya berhenti dimenit berapa.... mlahan sekarang lebih parah yang udah di download ga bisa di putar, kalo mau di putar harus pake data....👎👎👎",1,2023-04-09 11:20:30,netral,negatif,netral
1496,"cerita nya bagus and seru bngt, cerita horor nya juga baguss",5,2023-04-08 10:56:21,netral,netral,netral
1497,"Huh, sekarang ada iklan dan banyak konten yg berbayar :)",3,2023-04-08 10:30:24,netral,netral,netral
1499,bagus banget bisa denger cerita hororr,5,2023-04-08 6:18:07,netral,netral,netral
1502,Terlalu banyak iklan sangat mengganggu,1,2023-04-07 15:34:30,netral,netral,netral
1504,"Permisi, ini ga bisa apa kalo iklannya diilangin?!, ganggu banget tau gak!/(ò.ó)┛彡┻━┻",4,2023-04-07 13:53:05,netral,netral,netral
1506,kalau ada coki dan tretan pasti pecah,4,2023-04-06 23:23:59,netral,netral,netral
1508,Udah unisntall noice sejak episode musuh masyarakat di reuploder berkali kali,1,2023-04-06 22:11:32,netral,netral,netral
1510,"Dh bgus tpi ko suka error lalu suka loading terus sih pdhl jaringan lancar"" sj buka yt/tiktok pun aman"" sj.. apa ada kesalahan teknis?",2,2023-04-06 8:06:38,netral,netral,negatif
1513,sampai saat ini klo trus seperti ini saya akan tambah bintang,3,2023-04-05 19:33:31,netral,netral,netral
1514,Percuma diinstall ga bisa dibuka,1,2023-04-05 15:18:01,netral,netral,negatif
1515,"Kayaknya udah ga relevan dah untuk kaum mendang mending seperti gua, sebagian besar konten yang gua suka sudah berbayar. Thanks untuk setahunnya, balik ke YTB dah.",3,2023-04-05 10:49:29,netral,netral,netral
1516,sangat bagus buat yang suka dengerin cerita cocok banget sih ini rekomended GK nyesel gw download,5,2023-04-05 6:11:48,netral,netral,netral
1517,the best nih apk kalau gabut tinggal dengerin noice serasa di dongengin wkwk,5,2023-04-05 5:18:06,netral,netral,netral
1518,Buat noice ada iklan oke lah tapi jangan tiap ganti episode ada iklan bukan gak mau support tapi malah jadi ga jelas mau dengerin eps 7 iklan dulu eh abis itu yg play eps 10 terus mau pencet lagi eps 7 iklan lagi terus balik lagi eps 10 tolong perbaiki bug yang bikin kalian tambah kaya tapi ga jelas,3,2023-04-05 3:35:08,netral,negatif,netral
1520,"Baru cari-cari channel radio, tiap ngecek dengerin iklan 2x. Buset dah. Kacau!",1,2023-04-05 0:26:01,netral,netral,netral
1522,Dah males kalo pake bayar2an,4,2023-04-04 21:16:43,netral,netral,netral
1523,saya kasih 3 dulu ya,3,2023-04-04 20:11:40,netral,netral,netral
1525,seru banget makasih yah buat apk ini karna selalu jadi peneman aku keren,5,2023-04-04 6:27:04,netral,netral,netral
1526,ini apk bguss sieee trs layanan ny ramah ok sekian dari pacar jaemin bayy,5,2023-04-04 6:18:00,netral,netral,netral
1531,Iklannya 6 kali dalam 1 episode,1,2023-04-03 16:20:45,netral,netral,netral
1533,"oke, good lah buet noicebook nya",5,2023-04-03 8:33:35,netral,netral,netral
1536,Gw download karna mau denger cokii ateis min,5,2023-04-03 4:33:14,netral,netral,netral
1539,"Baru update. Iklan nya over banget ,parah",3,2023-04-02 21:03:03,netral,netral,netral
1540,bagus dan sangat menyenangkan sekali,5,2023-04-02 20:17:38,netral,netral,netral
1543,Ngespam yt gw aplikasi kon emg,1,2023-04-02 8:17:47,netral,netral,netral
1544,"Noice cocok buat dengerin semua cerita apa aja tentang horor, kehidupan dll. Tapi saran saya kenapa harus ada yang VIP kenapa gak gratis semua apa bedanya sih yang VIP sama dengan yang tidak VIP",5,2023-04-02 4:19:49,netral,netral,netral
1545,Bagus tapi pas top up iklannya banyak banget tolong diperbaiki lagi yaa,5,2023-04-02 3:42:29,netral,netral,netral
1549,"Apps nya udh bagus tp kenapa ya setiap dengerin di luar apps nya tuh suka berhenti sendiri terus harus ulang dr awal lg padahal sebelumnya nggak gini, tolong diperbaiki lagi apps nya",3,2023-04-01 20:58:32,netral,negatif,netral
1551,"Tolong perbaiki / update aplikasinya, karena setiap kali saya dengarkan podcast tiba2 berhenti sendiri lalu lanjut, lalu berhenti lagi lalu lanjut lagi seperti itu terus, menurut saya itu bugs yg baru ada",4,2023-04-01 15:08:16,netral,negatif,negatif
1552,kerren cu paling asyik buat di ajak nongkrong,5,2023-04-01 13:55:17,netral,netral,netral
1557,Terlalu banyak iklan. Gk ada fitur skip iklan kayak youtube,1,2023-03-31 14:43:33,netral,netral,netral
1558,Makin kesini konten nya kebanyakan berbayar kenapa ngga manfaatkan fitur iklan saja sih cari duitnya kaya youtube ini udah pake paket data hrs bayar konten pula,2,2023-03-31 10:47:29,netral,netral,netral
1561,Kenapa ya sekarang pas dengerin tiba tiba mati sendiri??padahal sleep timer nya mati,2,2023-03-31 9:06:51,netral,negatif,negatif
1562,luarbiasa bagus menurut saya dengan pengisi yg inspiratif terutama pendengan deddyisuu,5,2023-03-31 8:37:44,netral,netral,netral
1563,Makin aneh aja ini apk. Anehnya apa?. Jawaban udah di wakilkeun oleh komentar lain. 😂,1,2023-03-31 5:09:13,netral,netral,netral
1564,"Suka banget, bisa denger radio Surabaya Jakarta dan Makassar. Tanpa kabel² lagi. Semoga sukses terus. Bisa dengar kisah horror full",5,2023-03-31 5:01:52,netral,netral,netral
1566,apknya ok lah....cuma sekarang ada beberapa yg ngga asik di apk ini deh setelah beberapa hari setelah saya ulas apk nya. 1.para pengunggah cerita di apk ini kadang ada yg ngga jelas setatus kelanjutan ceritanya deh kalo bisa di tambah pitur yg bisa di pake buat memperjelas kelanjutan ceritanya kalo ngga para pengunggah cerita maupun itu di desak oleh apk nya buat di perjelas kelanjutan ceritanya atuh apapun itu yg nanggung di dalam apk ini soalnya bikin buat dosa yg baca pengen toksik👌,3,2023-03-30 18:08:15,netral,netral,netral
1569,Setelah update online demgerin radio suka mati nyala ga jelas,2,2023-03-30 5:17:05,netral,negatif,negatif
1570,Gila sih ini seru abiesss,5,2023-03-30 5:06:22,netral,netral,netral
1571,"Tolong di update lagi dong masalah pas masuk ke app nya, lama di logo noice nya, lama bgt sampe kadang gajadi mau dengerin. Padahal koneksi stabil",3,2023-03-30 5:06:08,netral,netral,negatif
1573,Aplikasinya sudah bagus tapi kenapa pas saya sudah download podcastnya suka banget aplikasinya ketutup pas saya buka download tanya,3,2023-03-30 0:57:48,netral,netral,negatif
1575,"Komplit dan seneng banget gunain apk ini, bisa sambil dengerin cerita horor, komedi dan masih bnyak lagi thanks buat developer udah bikinin apk ini, thanks 😊👍",5,2023-03-29 20:44:53,positif,netral,netral
1577,"dulu bagus semua konten bisa di akses gratis , gaada iklan . sekarang mulai kebanyakan konten malah vip terus belum lagi iklan banyak banget agak kecewa sih sama noice",2,2023-03-29 15:52:07,netral,netral,netral
1579,bagus saya sudah pake apl ini di tahun 2019 sampai skrng,5,2023-03-29 11:22:21,netral,netral,netral
1582,coy .. gw kan udh dengerin iklan tuh. gabisa di skip pula. masak konten juga jadi banyak yg digembok sih. gini nih kalo udh banyak keisi sama artis tv. KAPITALIS,1,2023-03-28 10:45:13,netral,netral,netral
1584,"Tidak bisa masuk ke noicemaker studio, stuck di loading screen",1,2023-03-28 7:59:55,netral,netral,negatif
1585,asik dengerin nya lebih tau dari berbagai hal,5,2023-03-28 6:08:02,netral,netral,netral
1586,Aplikasi noice ini passs banget nemenin waktu santai gw. Kontennya banyak. Asik asik. Manteb deh pokoknya,5,2023-03-28 3:19:12,netral,netral,netral
1587,"ini apk skrg tiap pindah podcast iklan mulu... 2 iklan lg skrg parah bgt, mau kaya lu pada iklan banyak2 ?",1,2023-03-27 23:51:03,netral,netral,netral
1588,Udah top up tp coinnya belum masuk😑,5,2023-03-27 23:17:04,netral,netral,netral
1589,"KALO NGASIH IKLAN YA JANGAN TIAP GANTI EPISODE DONG, TIAP 5 KALI EPISODE KEK YA AMPUN",1,2023-03-27 15:56:27,netral,netral,netral
1590,"Mau beli koin tapi error terus padahal aplikasi udah diupdate nih, kenapa ya?",4,2023-03-27 14:57:19,netral,negatif,netral
1591,coin nya tolong jgn mahal2,5,2023-03-27 14:21:11,netral,netral,netral
1594,Kenapa gak keluar videonya woiii panteq,1,2023-03-26 21:39:14,netral,negatif,netral
1596,"males deskripsi kepanjangan, yang jelas ni apk mulai jelek",1,2023-03-26 20:01:26,netral,netral,netral
1600,best apps in the world,5,2023-03-26 7:48:35,netral,netral,netral
1604,kadang loading nya lama sekali padahal jaringan WiFi saya bagus,4,2023-03-26 2:26:21,netral,netral,negatif
1605,"Ini disuruh denger iklan doang apa ya Iklan 17 detik lancar jaya, giliran masuk ke podcast 2 detik langsung loading. Padahal sinyal kenceng",1,2023-03-26 1:27:53,netral,negatif,negatif
1606,iklanya lebih parah dari youtube,1,2023-03-25 23:33:11,netral,netral,netral
1607,Nga bagus nge bug apk nya,1,2023-03-25 21:09:14,netral,netral,negatif
1608,"Episode sudah di download , tapi gabisa di mainkan, payah Sekarang banyak iklan juga, itu yg bikin kaga bisa di play hasil download nya",1,2023-03-25 16:20:15,netral,negatif,netral
1610,"Iklannya tidak ngotak, sebelum podcast 2 iklan dan saat diputar ada iklan juga pada menit menit pertama yang dimasukkan dalam podcast",2,2023-03-25 12:12:57,netral,netral,netral
1611,"bagues skli , pling suka dengerin. cerita horor",5,2023-03-25 11:31:23,netral,netral,netral
1612,apk yg bermanfaat buat nambah ilmu,5,2023-03-25 7:25:04,netral,netral,netral
1614,Untuk aplikasinya keren sng banget buat nongkrong pas jumattan trus dengerin scary things podcast wkwk pokoknya keren banget dehhh,5,2023-03-25 1:59:45,netral,netral,netral
1616,Bagus banget ni aplikasi bisa buat nyantai,5,2023-03-25 1:18:28,netral,netral,netral
1619,Saya mengklik episode yg pernah saya dengar lalu ada iklan setelah iklan malah diarahkan ke episode yg bukan saya klik,5,2023-03-24 17:49:06,netral,negatif,netral
1621,"Ini noice sistemnya gimana ya?gw ngeplay musmas episode 1 yg keplay malah episode lain , salalu gitu diepisode manapun ! Tolong ya saya udah baik baik ngomongnya , tolong diperbaiki lagi ya",1,2023-03-24 15:07:00,netral,negatif,netral
1622,"IKLAN 2X BERUNTUN 34 DETIK TOTAL, GK SEBEGITUNYA DONG",3,2023-03-24 11:56:44,netral,netral,netral
1624,top markotop ... serasa kembali ke jaman di mna hp anda menjadi radio 😁,5,2023-03-24 7:55:20,netral,netral,netral
1629,Konyol nih di perbarui malah sruh login ulang udah gitu play list nya ilang,5,2023-03-23 19:32:46,netral,netral,netral
1630,"Mantep sih , bisa nemanin perjalanan wkwk seru aja gitu dengerin cerita sambil jalan jalan",5,2023-03-23 15:20:20,netral,netral,netral
1633,noice.... bagaikan gudang ilmu yg selalu update,5,2023-03-23 3:19:11,netral,netral,netral
1635,Tolong lah iklan jangan di tengah² durasi,1,2023-03-22 22:09:29,netral,netral,netral
1637,"Ntapp kali bahh, di dengar sembari tdur juga josss",5,2023-03-22 4:54:12,netral,netral,netral
1640,"overall udah bagus banget sih ini, cuman masalahnya sama kek yang lain, kalau dengerin podcast terus berhenti, mau lanjutin lagi itu jarang banget tepat di menit terakhir kita berhenti dengerin, jadinya ngulang dari awal gitu.",5,2023-03-22 0:47:05,netral,negatif,negatif
1643,"boleh nih kalo bosen, rekomen banget pokoknya. Podcastnya beragam dan bagus2.",5,2023-03-21 14:18:27,netral,netral,netral
1644,Bug nya ganggu banget pas mau denger kan ada iklan trus iklannya malah ke ulang2 asem lah,2,2023-03-21 12:07:56,netral,netral,negatif
1645,"MUSUH MASYARAKAT SUNGGUH MENGEDUKASIIII, posternya flyermua keren2 ilustrasinya saya akui platform podcast nomor satu ya noice cuman segmentes buat orang Indonesia ya sayang banget harusnya bagus lagi kalo bisa exspansi ke pasar internasional juga, podcaster luar",5,2023-03-21 11:55:20,netral,netral,netral
1646,"Aplikasinya jelek 1/10, Masa mau login susah bangeett!!!!!!!!!!!!!!!!!!!!",1,2023-03-21 8:00:12,netral,netral,negatif
1648,sumpah enak banget di dengar pada waktu pagi minum kopi sambil ngerokok,5,2023-03-21 5:22:23,netral,netral,netral
1649,"Tolong tambahkan Shelter FM Cirebon, Pilaradio Cirebon, Kiss FM Medan, MFM Malang, MGT radio Bandung, dan Hits unikom radio Bandung.",5,2023-03-21 3:58:56,netral,netral,netral
1651,Lumayan bisa terhibur dengan aplikasi ini,5,2023-03-20 13:31:32,netral,netral,netral
1653,Mantap pas banget buat gw yang kerja di lapangan biar gak bosen pas Lg dijalan,5,2023-03-20 7:29:01,netral,netral,netral
1654,"Ini apk mantap semua nya lengkap,❤️",5,2023-03-20 6:50:44,netral,netral,netral
1655,Sudah uninstall app malah tambah parah. Tiap abis iklan. Play jalan tapi tidak ada suara. Kendala tersebut biasa terjadi untuk penggunan android smartcar,2,2023-03-20 3:59:36,netral,negatif,netral
1656,Sampah banyak iklan melebihi youtube,1,2023-03-20 3:40:28,netral,netral,netral
1660,Bagus banget gaada keluhan dah!,5,2023-03-19 17:10:51,netral,netral,netral
1661,"Mengecewakan!!! Banyak bug.....abis download banyak banyak ngebug gara gara iklan komtolll, udah dengerin episode 6 download an lanjut episode 7 eh balik episode 6 terus kek komtollll....hapus data malah suruh download ulang dan masih bug balik episode 6 katanya nunggu iklan tapi gk jalan2 iklannya kapitalis komtolll",1,2023-03-19 10:19:56,netral,netral,negatif
1663,"Gila, udah iklan kepanjangan, unskipable, tiap pencet judul iklan 15 detik, content mulai banyak VIP, jadwal upload juga sering ga konsisten, ubah sistem dari tiap play judul ads jadi tiap berapa menit ads, pilih judul aja gabisa tenang, iklan mulu",1,2023-03-18 17:46:42,netral,netral,netral
1664,Aku suka dengerin cerita horor jadi aku download,5,2023-03-18 15:19:38,netral,netral,netral
1665,Makin update makin ngebug. Ini malah komen di noice live ga muncul.,1,2023-03-18 10:33:45,netral,netral,negatif
1666,"Wah noice makin rusak ni masak gw stuck di halaman login doang, jgn kan masuk ke audio yg pengen gw denger, ke berandanya aj nggak",1,2023-03-18 8:05:21,netral,netral,negatif
1672,Parah sih sekarang selalu berhenti di tengah2,5,2023-03-17 17:06:46,netral,negatif,negatif
1673,Kok gak bisa baca taiping,3,2023-03-17 16:59:10,netral,netral,netral
1674,Ngebantu bgt ketika lgi sendri jadi kaya punya tmn. Seruuu bgt. keren!,5,2023-03-17 16:43:43,netral,netral,netral
1677,mantap bangett. gak ada obat,5,2023-03-17 14:36:52,netral,netral,netral
1678,Gw download noice dr awal ni aplikasi semua serba gratis sampe yg sekarang jadi JUMAWA. Dikit2 duit dikit2 duit. Iya kalian juga butuh cuan & membagikan dengan para kreator juga. Tapi emang hanya dengan cara TOP UP gitu? Kan bisa kalian pasang iklan buat dptin coin gak mesti TOP DUIT. Yg top up berapa si dibanding yang gratisan?masa gitu aja gak kepikiran.. saat,1,2023-03-17 10:05:49,netral,netral,netral
1679,Boleh sih kasih iklan tapi jangan gini caranya dong.. setiap mau play atau mau nengok eps terbaru aja udh di iklanin ga bisa skip pula,4,2023-03-17 9:34:25,netral,netral,netral
