,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize
44,"""Tidak ada koneksi internet"" katanya, padahal internet wifi sy kencang. Versi sebelumnya tdk begini.",netral,netral,negatif,"""tidak ada koneksi internet"" katanya, padahal internet wifi sy kencang. versi sebelumnya tdk begini.", tidak ada koneksi internet  katanya  padahal internet wifi sy kencang  versi sebelumnya tdk begini ,tidak ada koneksi internet  katanya  padahal internet wifi sy kencang  versi sebelumnya tdk begini,tidak koneksi internet internet wifi sy kencang versi tdk,tidak koneksi internet internet wifi saya kencang versi tidak
45,"Pokonya mantaplah,,, Poadcastnya,, radionya,, sukses trus 👍",netral,netral,netral,"pokonya mantaplah,,, poadcastnya,, radionya,, sukses trus 👍",pokonya mantaplah    poadcastnya   radionya   sukses trus  ,pokonya mantaplah    poadcastnya   radionya   sukses trus,pokonya mantaplah poadcastnya radionya sukses trus,pokoknya mantaplah poadcastnya radionya sukses terus
46,Aplikasinya bagus saya dipenjara sambil dengerin ini,netral,netral,netral,aplikasinya bagus saya dipenjara sambil dengerin ini,aplikasinya bagus saya dipenjara sambil dengerin ini,aplikasinya bagus saya dipenjara sambil dengerin ini,aplikasinya bagus dipenjara dengerin,aplikasinya bagus dipenjara dengarkan
47,Mending cri yg gratis 😴,netral,netral,netral,mending cri yg gratis 😴,mending cri yg gratis  ,mending cri yg gratis,mending cri yg gratis,lebih baik cri yang gratis
48,Bring back podcast kena mental,netral,netral,netral,bring back podcast kena mental,bring back podcast kena mental,bring back podcast kena mental,bring back podcast kena mental,bring kembali podcast kena mental
49,Kenapa playlist yg saya sdh simpan Mala tidak ada kenapa penyebabnya?,netral,netral,netral,kenapa playlist yg saya sdh simpan mala tidak ada kenapa penyebabnya?,kenapa playlist yg saya sdh simpan mala tidak ada kenapa penyebabnya ,kenapa playlist yg saya sdh simpan mala tidak ada kenapa penyebabnya,playlist yg sdh simpan mala tidak penyebabnya,playlist yang sudah simpan mala tidak penyebabnya
50,"Kebanyakan berbayar, ga kaya dlu lagi payah",netral,netral,netral,"kebanyakan berbayar, ga kaya dlu lagi payah",kebanyakan berbayar  ga kaya dlu lagi payah,kebanyakan berbayar  ga kaya dlu lagi payah,kebanyakan berbayar ga kaya dlu payah,kebanyakan berbayar tidak seperti dahulu perlu
51,"Aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja, ehh langganan malah eror lihat episode gabisa aneh",netral,negatif,netral,"aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja, ehh langganan malah eror lihat episode gabisa aneh",aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja  ehh langganan malah eror lihat episode gabisa aneh,aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja  ehh langganan malah eror lihat episode gabisa aneh,aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja ehh langganan eror lihat episode gabisa aneh,aplikasiini aneh tidak berlangganan dengarkan audioseries aman aman saja eh langganan eror lihat episode tidak bisa aneh
52,Noice setelah update jadi banyak masalaahhh.. auto lngsng hapuss aplikasi,netral,netral,netral,noice setelah update jadi banyak masalaahhh.. auto lngsng hapuss aplikasi,noice setelah update jadi banyak masalaahhh   auto lngsng hapuss aplikasi,noice setelah update jadi banyak masalaahhh   auto lngsng hapuss aplikasi,noice update masalaahhh auto lngsng hapuss aplikasi,noice pembaruan masalaahhh auto lngsng hapuss aplikasi
53,MAU DENGERIN BANG PANDJI TAPII GABISA KEBUKAA🙏😭,netral,netral,netral,mau dengerin bang pandji tapii gabisa kebukaa🙏😭,mau dengerin bang pandji tapii gabisa kebukaa  ,mau dengerin bang pandji tapii gabisa kebukaa,dengerin bang pandji tapii gabisa kebukaa,dengarkan kakak pandji tapii tidak bisa kebukaa
54,"Payah banget, masa habis download offline terus closed app tiba tiba episode yang tadi ke download pada ilang semua dan harus di download ulang",netral,negatif,netral,"payah banget, masa habis download offline terus closed app tiba tiba episode yang tadi ke download pada ilang semua dan harus di download ulang",payah banget  masa habis download offline terus closed app tiba tiba episode yang tadi ke download pada ilang semua dan harus di download ulang,payah banget  masa habis download offline terus closed app tiba tiba episode yang tadi ke download pada ilang semua dan harus di download ulang,payah banget habis download offline closed app episode download ilang download ulang,perlu sekali habis unduh offline closed aplikasi episode unduh hilang unduh ulang
55,Pengguna noice lama baru instal lagi kaget bgt skrg berbayar padahal dlu bagus bgt krn sll gratis .skip lah,netral,netral,netral,pengguna noice lama baru instal lagi kaget bgt skrg berbayar padahal dlu bagus bgt krn sll gratis .skip lah,pengguna noice lama baru instal lagi kaget bgt skrg berbayar padahal dlu bagus bgt krn sll gratis  skip lah,pengguna noice lama baru instal lagi kaget bgt skrg berbayar padahal dlu bagus bgt krn sll gratis  skip lah,pengguna noice instal kaget bgt skrg berbayar dlu bagus bgt krn sll gratis skip,pengguna noice instal kaget sekali sekarang berbayar dahulu bagus sekali karena selalu gratis lewati
56,dengerin udh pake kuota di tambah pake segala berbayar coint,netral,netral,netral,dengerin udh pake kuota di tambah pake segala berbayar coint,dengerin udh pake kuota di tambah pake segala berbayar coint,dengerin udh pake kuota di tambah pake segala berbayar coint,dengerin udh pake kuota pake berbayar coint,dengarkan sudah pakai kuota pakai berbayar coint
57,aku bisa dengar cerita sedih dan cerita yang lain nya terimakasih sudah menciptakan apk ini . love you more.,netral,netral,netral,aku bisa dengar cerita sedih dan cerita yang lain nya terimakasih sudah menciptakan apk ini . love you more.,aku bisa dengar cerita sedih dan cerita yang lain nya terimakasih sudah menciptakan apk ini   love you more ,aku bisa dengar cerita sedih dan cerita yang lain nya terimakasih sudah menciptakan apk ini   love you more,dengar cerita sedih cerita nya terimakasih menciptakan apk love you more,dengar cerita sedih cerita nya terima kasih menciptakan aplikasi cinta kamu lebih
58,makin bagus puas pke apk ini,netral,netral,netral,makin bagus puas pke apk ini,makin bagus puas pke apk ini,makin bagus puas pke apk ini,bagus puas pke apk,bagus puas pakai aplikasi
59,Kok ga bisa live. Kenapa neh? Gimana caraya,netral,netral,netral,kok ga bisa live. kenapa neh? gimana caraya,kok ga bisa live  kenapa neh  gimana caraya,kok ga bisa live  kenapa neh  gimana caraya,ga live neh gimana caraya,tidak langsung ini bagaimana caraya
60,"Ini app noice tiap kali lagi dengerin podcast sering bgt force close, tiba2 mati sendiri dan harus diulang lagi dari awal. Tolong lah diperbaiki ini appnya padahal udah sering diupdate tetap aja begitu mulu masalahnya cuma bikin kesel doang tiap mau dengerin podcast di noice. App gak guna!!",netral,negatif,negatif,"ini app noice tiap kali lagi dengerin podcast sering bgt force close, tiba2 mati sendiri dan harus diulang lagi dari awal. tolong lah diperbaiki ini appnya padahal udah sering diupdate tetap aja begitu mulu masalahnya cuma bikin kesel doang tiap mau dengerin podcast di noice. app gak guna!!",ini app noice tiap kali lagi dengerin podcast sering bgt force close  tiba2 mati sendiri dan harus diulang lagi dari awal  tolong lah diperbaiki ini appnya padahal udah sering diupdate tetap aja begitu mulu masalahnya cuma bikin kesel doang tiap mau dengerin podcast di noice  app gak guna  ,ini app noice tiap kali lagi dengerin podcast sering bgt force close  tiba2 mati sendiri dan harus diulang lagi dari awal  tolong lah diperbaiki ini appnya padahal udah sering diupdate tetap aja begitu mulu masalahnya cuma bikin kesel doang tiap mau dengerin podcast di noice  app gak guna,app noice kali dengerin podcast bgt force close tiba2 mati diulang tolong diperbaiki appnya udah diupdate aja mulu bikin kesel doang dengerin podcast noice app gak,aplikasi noice kali dengarkan podcast sekali memaksa close tiba-tiba mati diulang tolong diperbaiki appnya sudah diupdate saja terus bikin kesel saja dengarkan podcast noice aplikasi tidak
61,Streaminh radio jadi lebih mudah,netral,positif,netral,streaminh radio jadi lebih mudah,streaminh radio jadi lebih mudah,streaminh radio jadi lebih mudah,streaminh radio mudah,streaminh radio mudah
62,"Bagusss , seruuuu buat nemenin tidur",netral,netral,netral,"bagusss , seruuuu buat nemenin tidur",bagusss   seruuuu buat nemenin tidur,bagusss   seruuuu buat nemenin tidur,bagusss seruuuu nemenin tidur,bagus seruuuu nemenin tidur
63,"Semoga yg yg terkunci dan harus pakai koin bisa di buka dengan menontón iklan sebanyak 1 atau 2 kali, dan banyakin juga yg versi gratisnya untuk orang yg gak mampu beli koinya karena gak punya duit dan bukan orang kaya yg selalu bisa beli koin",netral,netral,netral,"semoga yg yg terkunci dan harus pakai koin bisa di buka dengan menontón iklan sebanyak 1 atau 2 kali, dan banyakin juga yg versi gratisnya untuk orang yg gak mampu beli koinya karena gak punya duit dan bukan orang kaya yg selalu bisa beli koin",semoga yg yg terkunci dan harus pakai koin bisa di buka dengan menontón iklan sebanyak 1 atau 2 kali  dan banyakin juga yg versi gratisnya untuk orang yg gak mampu beli koinya karena gak punya duit dan bukan orang kaya yg selalu bisa beli koin,semoga yg yg terkunci dan harus pakai koin bisa di buka dengan menontón iklan sebanyak 1 atau 2 kali  dan banyakin juga yg versi gratisnya untuk orang yg gak mampu beli koinya karena gak punya duit dan bukan orang kaya yg selalu bisa beli koin,semoga yg yg terkunci pakai koin buka menontón iklan 1 2 kali banyakin yg versi gratisnya orang yg gak beli koinya gak duit orang kaya yg beli koin,semoga yang yang terkunci pakai koin buka menontón iklan 1 2 kali membanyaki yang versi gratisnya orang yang tidak beli koinya tidak uang orang seperti yang beli koin
64,Rocomend banget untuk pengganti radio,netral,netral,netral,rocomend banget untuk pengganti radio,rocomend banget untuk pengganti radio,rocomend banget untuk pengganti radio,rocomend banget pengganti radio,rocomend sekali pengganti radio
65,Kalo bisa radio Bangka Belitung di Adain juga,netral,netral,netral,kalo bisa radio bangka belitung di adain juga,kalo bisa radio bangka belitung di adain juga,kalo bisa radio bangka belitung di adain juga,kalo radio bangka belitung adain,kalau radio bangka belitung mengadakan
66,tlong bikin CAFE DAN minimarket krna karakter anda sbg platfom poddaatbsangat menarik✌🔥🔥🔥,netral,netral,netral,tlong bikin cafe dan minimarket krna karakter anda sbg platfom poddaatbsangat menarik✌🔥🔥🔥,tlong bikin cafe dan minimarket krna karakter anda sbg platfom poddaatbsangat menarik    ,tlong bikin cafe dan minimarket krna karakter anda sbg platfom poddaatbsangat menarik,tlong bikin cafe minimarket krna karakter sbg platfom poddaatbsangat menarik,tlong bikin kafe minimarket karena karakter sebagai platfom poddaatbsangat menarik
67,saya sangat suka karena bisa dengar cerita yang sangat menarik untuk saya atau tenang cerita horor dari jaman dulu 😆😆😆😆😆,netral,netral,netral,saya sangat suka karena bisa dengar cerita yang sangat menarik untuk saya atau tenang cerita horor dari jaman dulu 😆😆😆😆😆,saya sangat suka karena bisa dengar cerita yang sangat menarik untuk saya atau tenang cerita horor dari jaman dulu      ,saya sangat suka karena bisa dengar cerita yang sangat menarik untuk saya atau tenang cerita horor dari jaman dulu,suka dengar cerita menarik tenang cerita horor jaman,suka dengar cerita menarik tenang cerita horor zaman
68,"yoo ndk tau ko tanya saya, angin tidak punya KTP, sorry yee",netral,netral,netral,"yoo ndk tau ko tanya saya, angin tidak punya ktp, sorry yee",yoo ndk tau ko tanya saya  angin tidak punya ktp  sorry yee,yoo ndk tau ko tanya saya  angin tidak punya ktp  sorry yee,yoo ndk tau ko angin tidak ktp sorry yee,ayo ndk tahu kok angin tidak ktp maaf ya
69,Terima Kasih Ya Paranoice Aku dan Noice App Bisa Sesuka Hati,netral,netral,netral,terima kasih ya paranoice aku dan noice app bisa sesuka hati,terima kasih ya paranoice aku dan noice app bisa sesuka hati,terima kasih ya paranoice aku dan noice app bisa sesuka hati,terima kasih ya paranoice noice app sesuka hati,terima kasih ya paranoice noice aplikasi sesuka hati
70,"Kenapa nih aplikasi noice ku ngak bisa ke buka cumak muncul logo noice berkali kali, padahal pengen dengerin podcast yang mantep. Aplikasi nya tolong di perbaiki dong soalnya noice mantep banget",netral,netral,negatif,"kenapa nih aplikasi noice ku ngak bisa ke buka cumak muncul logo noice berkali kali, padahal pengen dengerin podcast yang mantep. aplikasi nya tolong di perbaiki dong soalnya noice mantep banget",kenapa nih aplikasi noice ku ngak bisa ke buka cumak muncul logo noice berkali kali  padahal pengen dengerin podcast yang mantep  aplikasi nya tolong di perbaiki dong soalnya noice mantep banget,kenapa nih aplikasi noice ku ngak bisa ke buka cumak muncul logo noice berkali kali  padahal pengen dengerin podcast yang mantep  aplikasi nya tolong di perbaiki dong soalnya noice mantep banget,nih aplikasi noice ku ngak buka cumak muncul logo noice berkali kali pengen dengerin podcast mantep aplikasi nya tolong perbaiki noice mantep banget,ini aplikasi noice ku tidak buka cumak muncul logo noice berkali kali ingin dengarkan podcast mantap aplikasi nya tolong perbaiki noice mantap sekali
71,Lumayan bagus sih karena updatenya selalu gitu lah pokoknya,netral,netral,netral,lumayan bagus sih karena updatenya selalu gitu lah pokoknya,lumayan bagus sih karena updatenya selalu gitu lah pokoknya,lumayan bagus sih karena updatenya selalu gitu lah pokoknya,lumayan bagus sih updatenya gitu pokoknya,lumayan bagus sebenarnya pembaruannya begitu pokoknya
72,"loadingnya lama sekali bun, seperti 1000 tahun",netral,netral,negatif,"loadingnya lama sekali bun, seperti 1000 tahun",loadingnya lama sekali bun  seperti 1000 tahun,loadingnya lama sekali bun  seperti 1000 tahun,loadingnya bun 1000,loadingnya bun 1000
73,Terlalu sering Mengeruk uang jalur VIP adalah jalan Ninja yang salah,netral,netral,netral,terlalu sering mengeruk uang jalur vip adalah jalan ninja yang salah,terlalu sering mengeruk uang jalur vip adalah jalan ninja yang salah,terlalu sering mengeruk uang jalur vip adalah jalan ninja yang salah,mengeruk uang jalur vip jalan ninja salah,mengeruk uang jalur vip jalan ninja salah
74,Rda susah buat dengerin secara gratis sangat terbatas harus bayar baru kayanya bisa di nikmati aplikasinya,netral,netral,netral,rda susah buat dengerin secara gratis sangat terbatas harus bayar baru kayanya bisa di nikmati aplikasinya,rda susah buat dengerin secara gratis sangat terbatas harus bayar baru kayanya bisa di nikmati aplikasinya,rda susah buat dengerin secara gratis sangat terbatas harus bayar baru kayanya bisa di nikmati aplikasinya,rda susah dengerin gratis terbatas bayar kayanya nikmati aplikasinya,rda susah dengarkan gratis terbatas bayar sepertinya nikmati aplikasinya
75,Iklan nya ngeselin banget dah terlalu lebayy,netral,netral,netral,iklan nya ngeselin banget dah terlalu lebayy,iklan nya ngeselin banget dah terlalu lebayy,iklan nya ngeselin banget dah terlalu lebayy,iklan nya ngeselin banget dah lebayy,iklan nya mengesalkan sekali deh berlebihan
