,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize,tokenize
36,"Menurut ku ini Aplikasi luar biasa untuk konten audio.Konten nya bagus bagus ada yang lucu ada yang berpikir banyak lah jenis nya.Kalo saya paling suka musmas dan ruang 28.Makan tidak perlu,koin noice nomor 1😋 Cuman saran saya untuk auto rotasi di video nya dibagusin lah.Mutar mutar terus hp ku kalo nonton yang ada videonya.Udah di setting dari hp(kunci rotasi) masih tetep muter muter. Semoga noice bisa lebih baik...Aamiin",-1,0,0,"menurut ku ini aplikasi luar biasa untuk konten audio.konten nya bagus bagus ada yang lucu ada yang berpikir banyak lah jenis nya.kalo saya paling suka musmas dan ruang 28.makan tidak perlu,koin noice nomor 1😋 cuman saran saya untuk auto rotasi di video nya dibagusin lah.mutar mutar terus hp ku kalo nonton yang ada videonya.udah di setting dari hp(kunci rotasi) masih tetep muter muter. semoga noice bisa lebih baik...aamiin",menurut ku ini aplikasi luar biasa untuk konten audiokonten nya bagus bagus ada yang lucu ada yang berpikir banyak lah jenis nyakalo saya paling suka musmas dan ruang 28makan tidak perlukoin noice nomor 1 cuman saran saya untuk auto rotasi di video nya dibagusin lahmutar mutar terus hp ku kalo nonton yang ada videonyaudah di setting dari hpkunci rotasi masih tetep muter muter semoga noice bisa lebih baikaamiin,menurut ku ini aplikasi luar biasa untuk konten audiokonten nya bagus bagus ada yang lucu ada yang berpikir banyak lah jenis nyakalo saya paling suka musmas dan ruang 28makan tidak perlukoin noice nomor 1 cuman saran saya untuk auto rotasi di video nya dibagusin lahmutar mutar terus hp ku kalo nonton yang ada videonyaudah di setting dari hpkunci rotasi masih tetep muter muter semoga noice bisa lebih baikaamiin,ku aplikasi konten audiokonten nya bagus bagus lucu berpikir jenis nyakalo suka musmas ruang 28makan tidak perlukoin noice nomor 1 cuman saran auto rotasi video nya dibagusin lahmutar mutar hp ku kalo nonton videonyaudah setting hpkunci rotasi tetep muter muter semoga noice baikaamiin,ku aplikasi konten audiokonten nya bagus bagus lucu berpikir jenis nyakalo suka musmas ruang 28makan tidak perlukoin noice nomor 1 cuman saran auto rotasi video nya dibagusin lahmutar mutar hp ku kalo menonton videonyaudah setting hpkunci rotasi tetap muter muter semoga noice baikaamiin,"['ku', 'aplikasi', 'konten', 'audiokonten', 'nya', 'bagus', 'bagus', 'lucu', 'berpikir', 'jenis', 'nyakalo', 'suka', 'musmas', 'ruang', '28makan', 'tidak', 'perlukoin', 'noice', 'nomor', '1', 'cuman', 'saran', 'auto', 'rotasi', 'video', 'nya', 'dibagusin', 'lahmutar', 'mutar', 'hp', 'ku', 'kalo', 'menonton', 'videonyaudah', 'setting', 'hpkunci', 'rotasi', 'tetap', 'muter', 'muter', 'semoga', 'noice', 'baikaamiin']"
37,Balikin 20rb gua dah top up koin gk masuk,0,0,0,balikin 20rb gua dah top up koin gk masuk,balikin 20rb gua dah top up koin gk masuk,balikin 20rb gua dah top up koin gk masuk,balikin 20rb gua dah top up koin gk masuk,balikin 20rb gua deh top up koin enggak masuk,"['balikin', '20rb', 'gua', 'deh', 'top', 'up', 'koin', 'enggak', 'masuk']"
38,Hai noice. Tolong dipercepat transaksi coinnya dong. Saya nggak tau ini masalah di pembayaran atau gimana. Yang jelas coinnya nggak nambah2 padahal udah mau buka konten berbayar. Emang harganya nggak seberapa tapi kecewa untuk pertama kali nya di platform ini.,0,0,0,hai noice. tolong dipercepat transaksi coinnya dong. saya nggak tau ini masalah di pembayaran atau gimana. yang jelas coinnya nggak nambah2 padahal udah mau buka konten berbayar. emang harganya nggak seberapa tapi kecewa untuk pertama kali nya di platform ini.,hai noice tolong dipercepat transaksi coinnya dong saya nggak tau ini masalah di pembayaran atau gimana yang jelas coinnya nggak nambah2 padahal udah mau buka konten berbayar emang harganya nggak seberapa tapi kecewa untuk pertama kali nya di platform ini,hai noice tolong dipercepat transaksi coinnya dong saya nggak tau ini masalah di pembayaran atau gimana yang jelas coinnya nggak nambah2 padahal udah mau buka konten berbayar emang harganya nggak seberapa tapi kecewa untuk pertama kali nya di platform ini,hai noice tolong dipercepat transaksi coinnya nggak tau pembayaran gimana coinnya nggak nambah2 udah buka konten berbayar emang harganya nggak kecewa kali nya platform,hai noice tolong dipercepat transaksi coinnya enggak tau pembayaran bagaimana coinnya enggak nambah2 sudah buka konten berbayar memang harganya enggak kecewa kali nya platform,"['hai', 'noice', 'tolong', 'dipercepat', 'transaksi', 'coinnya', 'enggak', 'tau', 'pembayaran', 'bagaimana', 'coinnya', 'enggak', 'nambah2', 'sudah', 'buka', 'konten', 'berbayar', 'memang', 'harganya', 'enggak', 'kecewa', 'kali', 'nya', 'platform']"
39,makin hari makin sepi peminat padahal bagus loh aplikasinya cuman pelayanan saat ada keluhan tidak pernah ditanggapi,0,0,0,makin hari makin sepi peminat padahal bagus loh aplikasinya cuman pelayanan saat ada keluhan tidak pernah ditanggapi,makin hari makin sepi peminat padahal bagus loh aplikasinya cuman pelayanan saat ada keluhan tidak pernah ditanggapi,makin hari makin sepi peminat padahal bagus loh aplikasinya cuman pelayanan saat ada keluhan tidak pernah ditanggapi,sepi peminat bagus loh aplikasinya cuman pelayanan keluhan tidak ditanggapi,sepi peminat bagus loh aplikasinya cuman pelayanan keluhan tidak ditanggapi,"['sepi', 'peminat', 'bagus', 'loh', 'aplikasinya', 'cuman', 'pelayanan', 'keluhan', 'tidak', 'ditanggapi']"
40,"Download cuma buat dengerin Musuh Masyarakat. Karena dah bungkus, terpaksa unistall dong.......",0,0,0,"download cuma buat dengerin musuh masyarakat. karena dah bungkus, terpaksa unistall dong.......",download cuma buat dengerin musuh masyarakat karena dah bungkus terpaksa unistall dong,download cuma buat dengerin musuh masyarakat karena dah bungkus terpaksa unistall dong,download dengerin musuh masyarakat dah bungkus terpaksa unistall,download dengarkan musuh masyarakat deh bungkus terpaksa unistall,"['download', 'dengarkan', 'musuh', 'masyarakat', 'deh', 'bungkus', 'terpaksa', 'unistall']"
41,Daftar aja gak bisa di geser ke bawah gimana siii tolong lah error force close uninstall mau daftar lagi malah gak bisa di geser pas di username gak ada lanjutnya gimanaaaaaa???????,-1,0,-1,daftar aja gak bisa di geser ke bawah gimana siii tolong lah error force close uninstall mau daftar lagi malah gak bisa di geser pas di username gak ada lanjutnya gimanaaaaaa???????,daftar aja gak bisa di geser ke bawah gimana siii tolong lah error force close uninstall mau daftar lagi malah gak bisa di geser pas di username gak ada lanjutnya gimanaaaaaa,daftar aja gak bisa di geser ke bawah gimana siii tolong lah error force close uninstall mau daftar lagi malah gak bisa di geser pas di username gak ada lanjutnya gimanaaaaaa,daftar aja gak geser gimana siii tolong error force close uninstall daftar gak geser pas username gak gimanaaaaaa,daftar saja enggak geser bagaimana siii tolong error force close uninstall daftar enggak geser pas username enggak gimanaaaaaa,"['daftar', 'saja', 'enggak', 'geser', 'bagaimana', 'siii', 'tolong', 'error', 'force', 'close', 'uninstall', 'daftar', 'enggak', 'geser', 'pas', 'username', 'enggak', 'gimanaaaaaa']"
42,Gak bisa login menggunakan FB,0,0,0,gak bisa login menggunakan fb,gak bisa login menggunakan fb,gak bisa login menggunakan fb,gak login fb,enggak login fb,"['enggak', 'login', 'fb']"
43,Sering force close.. di buka lg iklan doang.. mana 30 detik.. ampas,0,0,-1,sering force close.. di buka lg iklan doang.. mana 30 detik.. ampas,sering force close di buka lg iklan doang mana 30 detik ampas,sering force close di buka lg iklan doang mana 30 detik ampas,force close buka lg iklan doang 30 detik ampas,force close buka lagi iklan doang 30 detik ampas,"['force', 'close', 'buka', 'lagi', 'iklan', 'doang', '30', 'detik', 'ampas']"
44,"""Tidak ada koneksi internet"" katanya, padahal internet wifi sy kencang. Versi sebelumnya tdk begini.",0,0,-1,"""tidak ada koneksi internet"" katanya, padahal internet wifi sy kencang. versi sebelumnya tdk begini.",tidak ada koneksi internet katanya padahal internet wifi sy kencang versi sebelumnya tdk begini,tidak ada koneksi internet katanya padahal internet wifi sy kencang versi sebelumnya tdk begini,tidak koneksi internet internet wifi sy kencang versi tdk,tidak koneksi internet internet wifi saya kencang versi tidak,"['tidak', 'koneksi', 'internet', 'internet', 'wifi', 'saya', 'kencang', 'versi', 'tidak']"
45,"Pokonya mantaplah,,, Poadcastnya,, radionya,, sukses trus 👍",0,0,0,"pokonya mantaplah,,, poadcastnya,, radionya,, sukses trus 👍",pokonya mantaplah poadcastnya radionya sukses trus ,pokonya mantaplah poadcastnya radionya sukses trus,pokonya mantaplah poadcastnya radionya sukses trus,pokoknya mantaplah poadcastnya radionya sukses terus,"['pokoknya', 'mantaplah', 'poadcastnya', 'radionya', 'sukses', 'terus']"
46,Aplikasinya bagus saya dipenjara sambil dengerin ini,0,0,0,aplikasinya bagus saya dipenjara sambil dengerin ini,aplikasinya bagus saya dipenjara sambil dengerin ini,aplikasinya bagus saya dipenjara sambil dengerin ini,aplikasinya bagus dipenjara dengerin,aplikasinya bagus dipenjara dengarkan,"['aplikasinya', 'bagus', 'dipenjara', 'dengarkan']"
47,Mending cri yg gratis 😴,0,0,0,mending cri yg gratis 😴,mending cri yg gratis ,mending cri yg gratis,mending cri yg gratis,mending cri yang gratis,"['mending', 'cri', 'yang', 'gratis']"
48,Bring back podcast kena mental,0,0,0,bring back podcast kena mental,bring back podcast kena mental,bring back podcast kena mental,bring back podcast kena mental,bring back podcast kena mental,"['bring', 'back', 'podcast', 'kena', 'mental']"
49,Kenapa playlist yg saya sdh simpan Mala tidak ada kenapa penyebabnya?,0,0,0,kenapa playlist yg saya sdh simpan mala tidak ada kenapa penyebabnya?,kenapa playlist yg saya sdh simpan mala tidak ada kenapa penyebabnya,kenapa playlist yg saya sdh simpan mala tidak ada kenapa penyebabnya,playlist yg sdh simpan mala tidak penyebabnya,playlist yang sudah simpan mala tidak penyebabnya,"['playlist', 'yang', 'sudah', 'simpan', 'mala', 'tidak', 'penyebabnya']"
50,"Kebanyakan berbayar, ga kaya dlu lagi payah",0,0,0,"kebanyakan berbayar, ga kaya dlu lagi payah",kebanyakan berbayar ga kaya dlu lagi payah,kebanyakan berbayar ga kaya dlu lagi payah,kebanyakan berbayar ga kaya dlu payah,kebanyakan berbayar enggak kaya dulu payah,"['kebanyakan', 'berbayar', 'enggak', 'kaya', 'dulu', 'payah']"
51,"Aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja, ehh langganan malah eror lihat episode gabisa aneh",0,-1,0,"aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja, ehh langganan malah eror lihat episode gabisa aneh",aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja ehh langganan malah eror lihat episode gabisa aneh,aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja ehh langganan malah eror lihat episode gabisa aneh,aplikasiini aneh tidak berlangganan dengerin audioseries aman aman aja ehh langganan eror lihat episode gabisa aneh,aplikasiini aneh tidak berlangganan dengarkan audioseries aman aman saja eh langganan eror lihat episode enggak bisa aneh,"['aplikasiini', 'aneh', 'tidak', 'berlangganan', 'dengarkan', 'audioseries', 'aman', 'aman', 'saja', 'eh', 'langganan', 'eror', 'lihat', 'episode', 'enggak', 'bisa', 'aneh']"
52,Noice setelah update jadi banyak masalaahhh.. auto lngsng hapuss aplikasi,0,0,0,noice setelah update jadi banyak masalaahhh.. auto lngsng hapuss aplikasi,noice setelah update jadi banyak masalaahhh auto lngsng hapuss aplikasi,noice setelah update jadi banyak masalaahhh auto lngsng hapuss aplikasi,noice update masalaahhh auto lngsng hapuss aplikasi,noice update masalaahhh auto lngsng hapuss aplikasi,"['noice', 'update', 'masalaahhh', 'auto', 'lngsng', 'hapuss', 'aplikasi']"
53,MAU DENGERIN BANG PANDJI TAPII GABISA KEBUKAA🙏😭,0,0,0,mau dengerin bang pandji tapii gabisa kebukaa🙏😭,mau dengerin bang pandji tapii gabisa kebukaa,mau dengerin bang pandji tapii gabisa kebukaa,dengerin bang pandji tapii gabisa kebukaa,dengarkan bang pandji tapii enggak bisa kebukaa,"['dengarkan', 'bang', 'pandji', 'tapii', 'enggak', 'bisa', 'kebukaa']"
54,"Payah banget, masa habis download offline terus closed app tiba tiba episode yang tadi ke download pada ilang semua dan harus di download ulang",0,-1,0,"payah banget, masa habis download offline terus closed app tiba tiba episode yang tadi ke download pada ilang semua dan harus di download ulang",payah banget masa habis download offline terus closed app tiba tiba episode yang tadi ke download pada ilang semua dan harus di download ulang,payah banget masa habis download offline terus closed app tiba tiba episode yang tadi ke download pada ilang semua dan harus di download ulang,payah banget habis download offline closed app episode download ilang download ulang,payah banget habis download offline closed app episode download hilang download ulang,"['payah', 'banget', 'habis', 'download', 'offline', 'closed', 'app', 'episode', 'download', 'hilang', 'download', 'ulang']"
55,Pengguna noice lama baru instal lagi kaget bgt skrg berbayar padahal dlu bagus bgt krn sll gratis .skip lah,0,0,0,pengguna noice lama baru instal lagi kaget bgt skrg berbayar padahal dlu bagus bgt krn sll gratis .skip lah,pengguna noice lama baru instal lagi kaget bgt skrg berbayar padahal dlu bagus bgt krn sll gratis skip lah,pengguna noice lama baru instal lagi kaget bgt skrg berbayar padahal dlu bagus bgt krn sll gratis skip lah,pengguna noice instal kaget bgt skrg berbayar dlu bagus bgt krn sll gratis skip,pengguna noice install kaget banget sekarang berbayar dulu bagus banget karena selalu gratis skip,"['pengguna', 'noice', 'install', 'kaget', 'banget', 'sekarang', 'berbayar', 'dulu', 'bagus', 'banget', 'karena', 'selalu', 'gratis', 'skip']"
56,dengerin udh pake kuota di tambah pake segala berbayar coint,0,0,0,dengerin udh pake kuota di tambah pake segala berbayar coint,dengerin udh pake kuota di tambah pake segala berbayar coint,dengerin udh pake kuota di tambah pake segala berbayar coint,dengerin udh pake kuota pake berbayar coint,dengarkan sudah pakai kuota pakai berbayar coint,"['dengarkan', 'sudah', 'pakai', 'kuota', 'pakai', 'berbayar', 'coint']"
57,aku bisa dengar cerita sedih dan cerita yang lain nya terimakasih sudah menciptakan apk ini . love you more.,0,0,0,aku bisa dengar cerita sedih dan cerita yang lain nya terimakasih sudah menciptakan apk ini . love you more.,aku bisa dengar cerita sedih dan cerita yang lain nya terimakasih sudah menciptakan apk ini  love you more,aku bisa dengar cerita sedih dan cerita yang lain nya terimakasih sudah menciptakan apk ini  love you more,dengar cerita sedih cerita nya terimakasih menciptakan apk love you more,dengar cerita sedih cerita nya terimakasih menciptakan aplikasi love you more,"['dengar', 'cerita', 'sedih', 'cerita', 'nya', 'terimakasih', 'menciptakan', 'aplikasi', 'love', 'you', 'more']"
58,makin bagus puas pke apk ini,0,0,0,makin bagus puas pke apk ini,makin bagus puas pke apk ini,makin bagus puas pke apk ini,bagus puas pke apk,bagus puas pakai aplikasi,"['bagus', 'puas', 'pakai', 'aplikasi']"
59,Kok ga bisa live. Kenapa neh? Gimana caraya,0,0,0,kok ga bisa live. kenapa neh? gimana caraya,kok ga bisa live kenapa neh gimana caraya,kok ga bisa live kenapa neh gimana caraya,ga live neh gimana caraya,enggak live nih bagaimana caraya,"['enggak', 'live', 'nih', 'bagaimana', 'caraya']"
60,"Ini app noice tiap kali lagi dengerin podcast sering bgt force close, tiba2 mati sendiri dan harus diulang lagi dari awal. Tolong lah diperbaiki ini appnya padahal udah sering diupdate tetap aja begitu mulu masalahnya cuma bikin kesel doang tiap mau dengerin podcast di noice. App gak guna!!",0,-1,-1,"ini app noice tiap kali lagi dengerin podcast sering bgt force close, tiba2 mati sendiri dan harus diulang lagi dari awal. tolong lah diperbaiki ini appnya padahal udah sering diupdate tetap aja begitu mulu masalahnya cuma bikin kesel doang tiap mau dengerin podcast di noice. app gak guna!!",ini app noice tiap kali lagi dengerin podcast sering bgt force close tiba2 mati sendiri dan harus diulang lagi dari awal tolong lah diperbaiki ini appnya padahal udah sering diupdate tetap aja begitu mulu masalahnya cuma bikin kesel doang tiap mau dengerin podcast di noice app gak guna,ini app noice tiap kali lagi dengerin podcast sering bgt force close tiba2 mati sendiri dan harus diulang lagi dari awal tolong lah diperbaiki ini appnya padahal udah sering diupdate tetap aja begitu mulu masalahnya cuma bikin kesel doang tiap mau dengerin podcast di noice app gak guna,app noice kali dengerin podcast bgt force close tiba2 mati diulang tolong diperbaiki appnya udah diupdate aja mulu bikin kesel doang dengerin podcast noice app gak,app noice kali dengarkan podcast banget force close tiba-tiba mati diulang tolong diperbaiki appnya sudah diupdate saja mulu bikin kesel doang dengarkan podcast noice app enggak,"['app', 'noice', 'kali', 'dengarkan', 'podcast', 'banget', 'force', 'close', 'tiba-tiba', 'mati', 'diulang', 'tolong', 'diperbaiki', 'appnya', 'sudah', 'diupdate', 'saja', 'mulu', 'bikin', 'kesel', 'doang', 'dengarkan', 'podcast', 'noice', 'app', 'enggak']"
61,Streaminh radio jadi lebih mudah,0,1,0,streaminh radio jadi lebih mudah,streaminh radio jadi lebih mudah,streaminh radio jadi lebih mudah,streaminh radio mudah,streaminh radio mudah,"['streaminh', 'radio', 'mudah']"
62,"Bagusss , seruuuu buat nemenin tidur",0,0,0,"bagusss , seruuuu buat nemenin tidur",bagusss  seruuuu buat nemenin tidur,bagusss  seruuuu buat nemenin tidur,bagusss seruuuu nemenin tidur,bagus seruuuu nemenin tidur,"['bagus', 'seruuuu', 'nemenin', 'tidur']"
63,"Semoga yg yg terkunci dan harus pakai koin bisa di buka dengan menontón iklan sebanyak 1 atau 2 kali, dan banyakin juga yg versi gratisnya untuk orang yg gak mampu beli koinya karena gak punya duit dan bukan orang kaya yg selalu bisa beli koin",0,0,0,"semoga yg yg terkunci dan harus pakai koin bisa di buka dengan menontón iklan sebanyak 1 atau 2 kali, dan banyakin juga yg versi gratisnya untuk orang yg gak mampu beli koinya karena gak punya duit dan bukan orang kaya yg selalu bisa beli koin",semoga yg yg terkunci dan harus pakai koin bisa di buka dengan menontón iklan sebanyak 1 atau 2 kali dan banyakin juga yg versi gratisnya untuk orang yg gak mampu beli koinya karena gak punya duit dan bukan orang kaya yg selalu bisa beli koin,semoga yg yg terkunci dan harus pakai koin bisa di buka dengan menontón iklan sebanyak 1 atau 2 kali dan banyakin juga yg versi gratisnya untuk orang yg gak mampu beli koinya karena gak punya duit dan bukan orang kaya yg selalu bisa beli koin,semoga yg yg terkunci pakai koin buka menontón iklan 1 2 kali banyakin yg versi gratisnya orang yg gak beli koinya gak duit orang kaya yg beli koin,semoga yang yang terkunci pakai koin buka menontón iklan 1 2 kali membanyaki yang versi gratisnya orang yang enggak beli koinya enggak duit orang kaya yang beli koin,"['semoga', 'yang', 'yang', 'terkunci', 'pakai', 'koin', 'buka', 'menontón', 'iklan', '1', '2', 'kali', 'membanyaki', 'yang', 'versi', 'gratisnya', 'orang', 'yang', 'enggak', 'beli', 'koinya', 'enggak', 'duit', 'orang', 'kaya', 'yang', 'beli', 'koin']"
